episode,reward,steps,avg_loss,epsilon,buffer_size
83,2.0,214,0.012533688772202928,0.6596532430440636,17742
84,2.0,208,0.009851319598475619,0.6563549768288433,17950
85,0.0,141,0.008464729515563181,0.653073201944699,18091
86,0.0,139,0.009904003347204864,0.6498078359349755,18230
87,3.0,275,0.008537810575137635,0.6465587967553006,18505
88,0.0,145,0.007759446437181584,0.6433260027715241,18650
89,0.0,136,0.008492438966855202,0.6401093727576664,18786
90,0.0,150,0.007275725182674554,0.6369088258938781,18936
91,2.0,219,0.012238910803916203,0.6337242817644086,19155
92,5.0,358,0.010588382117706888,0.6305556603555866,19513
93,2.0,217,0.009138594025324586,0.6274028820538087,19730
94,5.0,373,0.013855872250874212,0.6242658676435396,20103
95,0.0,145,0.007990612838656144,0.6211445383053219,20248
96,2.0,236,0.013309499197421863,0.6180388156137953,20484
97,0.0,169,0.008876057977609222,0.6149486215357263,20653
98,2.0,236,0.010640864079119884,0.6118738784280476,20889
99,3.0,277,0.009663249319886817,0.6088145090359074,21166
100,4.0,314,0.008244316184955443,0.6057704364907278,21480
101,2.0,274,0.009627236626236308,0.6027415843082742,21754
102,4.0,331,0.008274508838126703,0.5997278763867329,22085
103,0.0,145,0.010740694175634918,0.5967292370047992,22230
104,0.0,159,0.00902703252821244,0.5937455908197752,22389
105,0.0,145,0.007026968136728854,0.5907768628656763,22534
106,0.0,147,0.011016823248133906,0.5878229785513479,22681
107,2.0,220,0.013673659769715001,0.5848838636585911,22901
108,0.0,149,0.011784537918314856,0.5819594443402982,23050
109,2.0,223,0.008305712830805953,0.5790496471185967,23273
110,9.0,414,0.011118743327321993,0.5761543988830038,23687
111,4.0,329,0.007550108228801904,0.5732736268885887,24016
112,2.0,229,0.006713334705406601,0.5704072587541458,24245
113,2.0,221,0.008653338799438528,0.567555222460375,24466
114,0.0,154,0.006854335643801243,0.5647174463480732,24620
115,0.0,135,0.010829633109177747,0.5618938591163328,24755
116,0.0,136,0.008181036582835291,0.5590843898207511,24891
117,2.0,206,0.006804399483230245,0.5562889678716474,25097
118,9.0,439,0.008975048562757295,0.5535075230322891,25536
119,3.0,289,0.00869808358096332,0.5507399854171277,25825
120,0.0,147,0.00973823230531113,0.547986285490042,25972
121,0.0,150,0.02604388152579001,0.5452463540625918,26122
122,0.0,139,0.006440455846648861,0.5425201222922789,26261
123,0.0,140,0.006809696160390948,0.5398075216808175,26401
124,0.0,140,0.01509233671079398,0.5371084840724134,26541
125,0.0,142,0.008042248051334727,0.5344229416520513,26683
126,2.0,226,0.010185747042009403,0.531750826943791,26909
127,0.0,137,0.014753997344618203,0.5290920728090721,27046
128,2.0,228,0.008384474137401093,0.5264466124450268,27274
129,2.0,246,0.01017344132683283,0.5238143793828016,27520
130,2.0,220,0.010808447747777708,0.5211953074858876,27740
131,0.0,146,0.013188395541114353,0.5185893309484582,27886
132,3.0,254,0.011315035939533548,0.5159963842937159,28140
133,0.0,140,0.009738592660791514,0.5134164023722473,28280
134,4.0,333,0.010196325204295779,0.510849320360386,28613
135,5.0,383,0.015958305081100042,0.5082950737585841,28996
136,0.0,142,0.01049807105248195,0.5057535983897912,29138
137,0.0,179,0.007614426547387051,0.5032248303978422,29317
138,0.0,139,0.00662947123860151,0.500708706245853,29456
139,0.0,165,0.011509830183367188,0.4982051627146237,29621
140,0.0,155,0.010987828868101426,0.49571413690105054,29776
141,0.0,154,0.0080240227518823,0.4932355662165453,29930
142,2.0,243,0.010404462480639469,0.4907693883854626,30173
143,0.0,151,0.00754896607205163,0.4883155414435353,30324
144,0.0,138,0.010324181060715764,0.4858739637363176,30462
145,0.0,159,0.014657256144186158,0.483444593917636,30621
146,0.0,160,0.009661634244548623,0.4810273709480478,30781
147,0.0,154,0.007417929837210032,0.47862223409330756,30935
148,4.0,349,0.008547175059358002,0.47622912292284103,31284
149,0.0,143,0.010162782950911524,0.4738479773082268,31427
150,0.0,177,0.007532117211867752,0.47147873742168567,31604
151,9.0,431,0.012945755536176174,0.46912134373457726,32035
152,2.0,237,0.012400436781852184,0.46677573701590436,32272
153,0.0,144,0.015100055354347811,0.46444185833082485,32416
154,2.0,249,0.012168868117763318,0.46211964903917074,32665
155,5.0,388,0.010733461502508193,0.4598090507939749,33053
156,9.0,463,0.00854283481075235,0.457510005540005,33516
157,2.0,285,0.008027631090315705,0.45522245551230495,33801
158,3.0,302,0.008906218061341535,0.4529463432347434,34103
159,4.0,350,0.01171827196230879,0.4506816115185697,34453
160,0.0,186,0.010183389915431279,0.4484282034609769,34639
161,5.0,385,0.00868966458990392,0.446186062443672,35024
162,0.0,172,0.009176899684176575,0.4439551321314536,35196
163,2.0,259,0.012304464487532146,0.4417353564707963,35455
164,2.0,226,0.012841987935483311,0.43952667968844233,35681
165,0.0,195,0.008287653248827645,0.43732904629000013,35876
166,5.0,385,0.009193653277397025,0.4351424010585501,36261
167,0.0,173,0.008408916449050887,0.43296668905325736,36434
168,3.0,323,0.008622027998084399,0.43080185560799106,36757
169,5.0,407,0.008917583967304292,0.4286478463299511,37164
170,0.0,151,0.01732630621404948,0.42650460709830135,37315
171,1.0,175,0.006169962157031738,0.42437208406280985,37490
172,0.0,164,0.011155930616052679,0.4222502236424958,37654
173,3.0,325,0.010487663550033735,0.42013897252428334,37979
174,0.0,164,0.005812922729424693,0.4180382776616619,38143
175,2.0,233,0.012726127873210133,0.4159480862733536,38376
176,2.0,252,0.007910259553653536,0.41386834584198684,38628
177,0.0,156,0.0069138554157899094,0.4117990041127769,38784
178,4.0,320,0.007617192022962627,0.40974000909221303,39104
179,0.0,147,0.006460605776960527,0.40769130904675194,39251
180,5.0,386,0.009175281119147786,0.40565285250151817,39637
181,0.0,150,0.007813467984863867,0.4036245882390106,39787
182,0.0,162,0.010934153636703236,0.4016064652978155,39949
183,3.0,279,0.0068171448066196814,0.3995984329713264,40228
184,7.0,445,0.011426961516132978,0.3976004408064698,40673
185,5.0,421,0.008275778224044896,0.39561243860243744,41094
186,0.0,188,0.011437464032312957,0.3936343764094253,41282
187,2.0,247,0.013263326396539748,0.39166620452737816,41529
188,2.0,205,0.007565180288017983,0.3897078735047413,41734
189,0.0,204,0.008377209956132206,0.3877593341372176,41938
190,5.0,366,0.011661025838780478,0.3858205374665315,42304
191,6.0,425,0.01107336084193187,0.38389143477919885,42729
192,3.0,312,0.013336397759662059,0.3819719776053028,43041
193,0.0,135,0.014248775548481649,0.3800621177172763,43176
194,0.0,199,0.013620759298884247,0.37816180712868996,43375
195,0.0,190,0.011617162158175856,0.37627099809304654,43565
196,3.0,314,0.0073716195488863386,0.3743896431025813,43879
197,0.0,218,0.0062853075563941,0.37251769488706843,44097
198,0.0,161,0.00983272939401166,0.3706551064126331,44258
199,3.0,279,0.007510386028934265,0.36880183088056995,44537
200,0.0,207,0.011007506776763326,0.3669578217261671,44744
201,0.0,158,0.009021752622336149,0.36512303261753626,44902
202,0.0,164,0.007551997549787147,0.3632974174544486,45066
203,2.0,249,0.007912059123153297,0.3614809303671764,45315
204,4.0,340,0.008366630833723535,0.3596735257153405,45655
205,4.0,314,0.011082339304185396,0.3578751580867638,45969
206,2.0,207,0.00691311164252735,0.35608578229633,46176
207,0.0,149,0.011462855081051673,0.3543053533848483,46325
208,3.0,303,0.01002253573212686,0.35253382661792404,46628
209,4.0,318,0.012904716515841533,0.3507711574848344,46946
210,4.0,328,0.011077385644473286,0.34901730169741024,47274
211,4.0,311,0.012004120300001846,0.3472722151889232,47585
212,4.0,310,0.00968659912544559,0.3455358541129786,47895
213,0.0,144,0.00856864445079787,0.3438081748424137,48039
214,0.0,169,0.010829544797107545,0.3420891339682016,48208
215,0.0,173,0.013671024085578595,0.3403786882983606,48381
216,2.0,238,0.00854443931339043,0.3386767948568688,48619
217,9.0,447,0.009104632532565524,0.33698341088258443,49066
218,0.0,147,0.00945859235109471,0.3352984938281715,49213
219,4.0,338,0.008255898667693893,0.33362200135903064,49551
220,3.0,274,0.009815406363745453,0.33195389135223546,49825
221,0.0,226,0.010049891287415657,0.3302941218954743,50051
222,3.0,330,0.008357918189931573,0.32864265128599696,50381
223,0.0,205,0.011720514349783516,0.326999438029567,50586
224,0.0,139,0.0068533596757255205,0.3253644408394192,50725
225,2.0,253,0.007265838337628198,0.3237376186352221,50978
226,3.0,302,0.01142540964834275,0.322118930542046,51280
227,9.0,467,0.007799517388880879,0.32050833588933575,51747
228,0.0,184,0.006231531571836019,0.31890579420988907,51931
229,4.0,320,0.010152654374195436,0.3173112652388396,52251
230,0.0,215,0.011904751855112155,0.3157247089126454,52466
231,4.0,365,0.007976722805030215,0.3141460853680822,52831
232,0.0,194,0.00849045847633196,0.3125753549412418,53025
233,9.0,472,0.012250953898139136,0.31101247816653554,53497
234,0.0,149,0.008716201557450745,0.30945741577570285,53646
235,5.0,386,0.013880061410979198,0.3079101286968243,54032
236,0.0,216,0.012882683004245674,0.3063705780533402,54248
237,4.0,387,0.012189175051215704,0.30483872516307353,54635
238,0.0,184,0.010495367192502074,0.3033145315372582,54819
239,0.0,213,0.013156766319434823,0.3017979588795719,55032
240,0.0,167,0.013436861677329867,0.30028896908517405,55199
241,3.0,309,0.00994972867346932,0.2987875242397482,55508
242,2.0,302,0.010051558302723227,0.29729358661854943,55810
243,0.0,257,0.009716886648293227,0.29580711868545667,56067
244,2.0,274,0.015354649650402095,0.2943280830920294,56341
245,4.0,352,0.012405434576661182,0.29285644267656924,56693
246,4.0,336,0.009161911200473176,0.2913921604631864,57029
247,0.0,196,0.01116569994388667,0.28993519966087045,57225
248,0.0,205,0.012961279500823144,0.2884855236625661,57430
249,2.0,220,0.012351114230163645,0.28704309604425327,57650
250,9.0,453,0.00964803593539123,0.285607880564032,58103
251,2.0,232,0.010262094189783966,0.28417984116121187,58335
252,3.0,312,0.010940449273325962,0.2827589419554058,58647
253,0.0,253,0.008533999467940504,0.28134514724562876,58900
254,4.0,330,0.009310032846588,0.2799384215094006,59230
255,4.0,367,0.010023991498263166,0.27853872940185365,59597
256,0.0,192,0.006632961080564807,0.27714603575484437,59789
257,6.0,436,0.00981353946652468,0.2757603055760701,60225
258,0.0,216,0.010286168182970127,0.2743815040481898,60441
259,0.0,174,0.014144876095840652,0.2730095965279488,60615
260,0.0,159,0.006393714599441679,0.27164454854530906,60774
261,3.0,310,0.008179385590219388,0.2702863258025825,61084
262,0.0,174,0.006974326772356055,0.2689348941735696,61258
263,5.0,416,0.012929067069426136,0.26759021970270175,61674
264,0.0,153,0.0062759891825645755,0.2662522686041882,61827
265,9.0,456,0.008572072755198366,0.2649210072611673,62283
266,0.0,158,0.013390478310358521,0.26359640222486147,62441
267,0.0,201,0.012148742692455862,0.26227842021373715,62642
268,0.0,209,0.01074426805069762,0.2609670281126685,62851
269,3.0,320,0.011194315970863044,0.25966219297210513,63171
270,2.0,337,0.013073125962977055,0.2583638820072446,63508
271,0.0,154,0.010503457267455437,0.2570720625972084,63662
272,0.0,172,0.009605982670310305,0.25578670228422234,63834
273,9.0,434,0.009283431530805875,0.25450776877280124,64268
274,0.0,235,0.007573130004443265,0.2532352299289372,64503
275,5.0,416,0.012521418824296514,0.2519690537792925,64919
276,0.0,220,0.016938135099669373,0.2507092085103961,65139
277,0.0,260,0.01709171361051351,0.2494556624678441,65399
278,0.0,205,0.009139724410967418,0.24820838415550486,65604
279,5.0,376,0.011625199403576342,0.24696734223472733,65980
280,2.0,236,0.019233150349371776,0.2457325055235537,66216
281,0.0,204,0.008153005409386585,0.24450384299593592,66420
282,9.0,427,0.009690219063115825,0.24328132378095624,66847
283,0.0,305,0.016652189855443287,0.24206491716205145,67152
284,2.0,321,0.00953048263318832,0.2408545925762412,67473
285,0.0,237,0.012872818248845144,0.23965031961336,67710
286,2.0,229,0.01584210630504085,0.2384520680152932,67939
287,0.0,242,0.0076629050714954175,0.23725980767521673,68181
288,0.0,257,0.00884970238519543,0.23607350863684065,68438
289,0.0,228,0.008361697664855583,0.23489314109365644,68666
290,0.0,212,0.012301596907577131,0.23371867538818816,68878
291,2.0,364,0.011513494421566205,0.23255008201124722,69242
292,5.0,369,0.011704760114855587,0.231387331601191,69611
293,0.0,167,0.008944781783475537,0.23023039494318503,69778
294,0.0,177,0.006337903807290612,0.2290792429684691,69955
295,0.0,162,0.012114562835034311,0.22793384675362674,70117
296,0.0,188,0.016117958210398162,0.22679417751985861,70305
297,5.0,440,0.009975533286697928,0.22566020663225933,70745
298,0.0,171,0.013738269139969162,0.22453190559909803,70916
299,0.0,215,0.009050190675026347,0.22340924607110255,71131
300,0.0,227,0.012893557841163888,0.22229219984074702,71358
