episode,reward,steps,avg_loss,epsilon,buffer_size
90,1.0,166,0.004594170708624444,0.6369088258938781,16285
91,4.0,346,0.004111564879561707,0.6337242817644086,16631
92,2.0,196,0.003957943751759428,0.6305556603555866,16827
93,1.0,159,0.00286468223166365,0.6274028820538087,16986
94,0.0,131,0.004724983249894052,0.6242658676435396,17117
95,1.0,170,0.005500430726062725,0.6211445383053219,17287
96,4.0,366,0.004231908871449372,0.6180388156137953,17653
97,5.0,363,0.0038839572920821882,0.6149486215357263,18016
98,3.0,255,0.006517286078237435,0.6118738784280476,18271
99,0.0,139,0.005115192765646393,0.6088145090359074,18410
100,0.0,170,0.005187346503439852,0.6057704364907278,18580
101,0.0,131,0.004307785397351058,0.6027415843082742,18711
102,0.0,151,0.003966579153988856,0.5997278763867329,18862
103,3.0,286,0.005498980963989357,0.5967292370047992,19148
104,2.0,210,0.005919349069396655,0.5937455908197752,19358
105,2.0,225,0.006064510279749003,0.5907768628656763,19583
106,3.0,244,0.004641721533949212,0.5878229785513479,19827
107,1.0,184,0.004307818933739327,0.5848838636585911,20011
108,0.0,148,0.005921174568750241,0.5819594443402982,20159
109,1.0,160,0.006012688856571913,0.5790496471185967,20319
110,1.0,206,0.005177364694954854,0.5761543988830038,20525
111,1.0,156,0.004583654933435938,0.5732736268885887,20681
112,3.0,266,0.004379112903891776,0.5704072587541458,20947
113,0.0,172,0.0063681154458399124,0.567555222460375,21119
114,0.0,141,0.006383124902821311,0.5647174463480732,21260
115,4.0,276,0.0052894334867891885,0.5618938591163328,21536
116,0.0,134,0.004718692489567825,0.5590843898207511,21670
117,5.0,342,0.004917666871387958,0.5562889678716474,22012
118,5.0,370,0.005951197808167922,0.5535075230322891,22382
119,4.0,321,0.006359996967709614,0.5507399854171277,22703
120,5.0,359,0.00612474884529803,0.547986285490042,23062
121,2.0,229,0.006919803059208471,0.5452463540625918,23291
122,2.0,249,0.00603210577067085,0.5425201222922789,23540
123,2.0,217,0.007143521540334732,0.5398075216808175,23757
124,1.0,177,0.005424952947752981,0.5371084840724134,23934
125,6.0,352,0.008219624371122336,0.5344229416520513,24286
126,2.0,194,0.006599832747429225,0.531750826943791,24480
127,3.0,286,0.006804003484849981,0.5290920728090721,24766
128,3.0,265,0.007217809643798491,0.5264466124450268,25031
129,3.0,221,0.009970852792815081,0.5238143793828016,25252
130,3.0,282,0.008172184867117264,0.5211953074858876,25534
131,0.0,160,0.007060992920742137,0.5185893309484582,25694
132,0.0,152,0.00811886195534546,0.5159963842937159,25846
133,3.0,260,0.007871938651302257,0.5134164023722473,26106
134,4.0,341,0.008213848582280478,0.510849320360386,26447
135,0.0,166,0.007719671097023031,0.5082950737585841,26613
136,4.0,298,0.0072609641141533204,0.5057535983897912,26911
137,4.0,310,0.009689058685645222,0.5032248303978422,27221
138,5.0,326,0.009502982494329884,0.500708706245853,27547
139,0.0,162,0.008793990481299934,0.4982051627146237,27709
140,4.0,334,0.009006103134747527,0.49571413690105054,28043
141,1.0,201,0.01299314320421041,0.4932355662165453,28244
142,7.0,455,0.01150053006949947,0.4907693883854626,28699
143,6.0,372,0.010572467788851129,0.4883155414435353,29071
144,4.0,305,0.011547744406204,0.4858739637363176,29376
145,6.0,377,0.010924970200631165,0.483444593917636,29753
146,5.0,337,0.011260723686868254,0.4810273709480478,30090
147,5.0,383,0.011655516061061317,0.47862223409330756,30473
148,4.0,311,0.011828739334562632,0.47622912292284103,30784
149,3.0,232,0.011336257473509437,0.4738479773082268,31016
150,5.0,338,0.013537645519755163,0.47147873742168567,31354
151,4.0,295,0.012234970100097737,0.46912134373457726,31649
152,2.0,217,0.011342926127921944,0.46677573701590436,31866
153,6.0,357,0.013819671746640772,0.46444185833082485,32223
154,5.0,372,0.01335342848543278,0.46211964903917074,32595
155,3.0,226,0.012979309814281564,0.4598090507939749,32821
156,5.0,389,0.013515914289656653,0.457510005540005,33210
157,3.0,256,0.012487522949413687,0.45522245551230495,33466
158,6.0,380,0.012920673967241064,0.4529463432347434,33846
159,4.0,295,0.013401949469599935,0.4506816115185697,34141
160,5.0,336,0.013697188762654107,0.4484282034609769,34477
161,3.0,229,0.01171389501135162,0.446186062443672,34706
162,8.0,437,0.012912616192829929,0.4439551321314536,35143
163,4.0,257,0.012842781803704769,0.4417353564707963,35400
164,7.0,384,0.012009633970592404,0.43952667968844233,35784
165,3.0,244,0.010683135058898783,0.43732904629000013,36028
166,5.0,326,0.014733867818329688,0.4351424010585501,36354
167,5.0,331,0.012664597276091755,0.43296668905325736,36685
168,4.0,262,0.011891916717708338,0.43080185560799106,36947
169,7.0,391,0.01283814478248758,0.4286478463299511,37338
170,9.0,492,0.01260288801456885,0.42650460709830135,37830
171,3.0,244,0.012389326189476692,0.42437208406280985,38074
172,4.0,292,0.013181471631843087,0.4222502236424958,38366
173,5.0,318,0.012111098716422072,0.42013897252428334,38684
174,9.0,470,0.012142168694334304,0.4180382776616619,39154
175,4.0,277,0.012341358961154193,0.4159480862733536,39431
176,5.0,351,0.011437014189742484,0.41386834584198684,39782
177,5.0,321,0.01150571202606868,0.4117990041127769,40103
178,6.0,349,0.01268544444416711,0.40974000909221303,40452
179,7.0,424,0.011823567980241452,0.40769130904675194,40876
180,11.0,596,0.012723376050172687,0.40565285250151817,41472
181,9.0,496,0.01158990433970992,0.4036245882390106,41968
182,8.0,416,0.013453790832360167,0.4016064652978155,42384
183,10.0,377,0.01194707000200743,0.3995984329713264,42761
184,12.0,396,0.012746814852392282,0.3976004408064698,43157
185,12.0,527,0.014900761035286893,0.39561243860243744,43684
186,13.0,567,0.014177991097014416,0.3936343764094253,44251
187,6.0,361,0.013996181725150289,0.39166620452737816,44612
188,6.0,321,0.013930620307920971,0.3897078735047413,44933
189,5.0,273,0.014114445417389383,0.3877593341372176,45206
190,12.0,535,0.015576617917150398,0.3858205374665315,45741
191,7.0,388,0.01359341544706432,0.38389143477919885,46129
192,11.0,582,0.012934140374570368,0.3819719776053028,46711
193,8.0,456,0.01170127767366929,0.3800621177172763,47167
194,9.0,479,0.010641001424964104,0.37816180712868996,47646
195,9.0,473,0.011132302441256195,0.37627099809304654,48119
196,5.0,305,0.010150769289552433,0.3743896431025813,48424
197,6.0,378,0.009960129255276154,0.37251769488706843,48802
198,4.0,316,0.009951348416138841,0.3706551064126331,49118
199,5.0,327,0.009142028479708717,0.36880183088056995,49445
200,5.0,326,0.01073528962364089,0.3669578217261671,49771
201,14.0,579,0.00835986612227927,0.36512303261753626,50350
202,6.0,353,0.009018929488890971,0.3632974174544486,50703
203,3.0,234,0.008432101831437113,0.3614809303671764,50937
204,9.0,437,0.008739085719884465,0.3596735257153405,51374
205,7.0,400,0.009372823236917611,0.3578751580867638,51774
206,8.0,471,0.006872299937986138,0.35608578229633,52245
207,3.0,251,0.007982523272841782,0.3543053533848483,52496
208,7.0,355,0.008208920557091248,0.35253382661792404,52851
209,6.0,410,0.006991695727380674,0.3507711574848344,53261
210,9.0,436,0.007177843216837623,0.34901730169741024,53697
211,3.0,254,0.006687222288804143,0.3472722151889232,53951
212,5.0,345,0.007187847815710457,0.3455358541129786,54296
213,8.0,441,0.006345394955232081,0.3438081748424137,54737
214,6.0,363,0.006931404866657885,0.3420891339682016,55100
215,4.0,275,0.005669665313960815,0.3403786882983606,55375
216,3.0,252,0.006136806766753869,0.3386767948568688,55627
217,10.0,444,0.0056412229044383875,0.33698341088258443,56071
218,3.0,251,0.007803794862034608,0.3352984938281715,56322
219,4.0,286,0.0049294156891007265,0.33362200135903064,56608
220,8.0,441,0.005760127313956703,0.33195389135223546,57049
221,10.0,498,0.005816951431074539,0.3302941218954743,57547
222,2.0,220,0.005515080484540456,0.32864265128599696,57767
223,6.0,379,0.005359482629553938,0.326999438029567,58146
224,11.0,443,0.007899386163261713,0.3253644408394192,58589
225,6.0,436,0.006979008737381189,0.3237376186352221,59025
226,4.0,276,0.00812248278120735,0.322118930542046,59301
227,5.0,304,0.005459764724563635,0.32050833588933575,59605
228,2.0,237,0.006082464538304379,0.31890579420988907,59842
229,3.0,259,0.007143067236464744,0.3173112652388396,60101
230,4.0,297,0.009983615779634627,0.3157247089126454,60398
231,8.0,469,0.0050954481473625465,0.3141460853680822,60867
232,5.0,314,0.005400855656992051,0.3125753549412418,61181
233,7.0,415,0.005259691473623984,0.31101247816653554,61596
234,4.0,297,0.005679573673638907,0.30945741577570285,61893
235,5.0,337,0.006858747751308323,0.3079101286968243,62230
236,4.0,283,0.005959157918147124,0.3063705780533402,62513
237,8.0,448,0.007661108544068286,0.30483872516307353,62961
238,5.0,332,0.0054516918692143115,0.3033145315372582,63293
239,4.0,248,0.005480303916791003,0.3017979588795719,63541
240,7.0,418,0.005765868659586864,0.30028896908517405,63959
241,8.0,468,0.006931933592039789,0.2987875242397482,64427
242,12.0,626,0.006912599503882408,0.29729358661854943,65053
243,5.0,321,0.006409382603183458,0.29580711868545667,65374
244,6.0,374,0.005959195553955129,0.2943280830920294,65748
245,5.0,361,0.0064808876847672866,0.29285644267656924,66109
246,7.0,469,0.008790821730862182,0.2913921604631864,66578
247,7.0,471,0.00774414187288327,0.28993519966087045,67049
248,9.0,486,0.006387917368736026,0.2884855236625661,67535
249,3.0,271,0.006485021603551463,0.28704309604425327,67806
250,13.0,510,0.006441905071922377,0.285607880564032,68316
251,14.0,634,0.0073730132508764415,0.28417984116121187,68950
252,7.0,413,0.006361438056733685,0.2827589419554058,69363
253,7.0,386,0.008781500718040016,0.28134514724562876,69749
254,11.0,411,0.007052632375312131,0.2799384215094006,70160
255,4.0,305,0.007153730092906072,0.27853872940185365,70465
256,7.0,417,0.007627404952361483,0.27714603575484437,70882
257,15.0,453,0.006650614584837249,0.2757603055760701,71335
258,16.0,649,0.007628696523635478,0.2743815040481898,71984
259,8.0,490,0.008095890080214154,0.2730095965279488,72474
260,13.0,569,0.007047314679672408,0.27164454854530906,73043
261,7.0,397,0.0066878788685778,0.2702863258025825,73440
262,9.0,452,0.009262080116051175,0.2689348941735696,73892
263,12.0,437,0.007734198393342799,0.26759021970270175,74329
264,20.0,876,0.0075533738908396195,0.2662522686041882,75205
265,14.0,565,0.008118517992943854,0.2649210072611673,75770
266,9.0,479,0.008170537025247757,0.26359640222486147,76249
267,7.0,409,0.009282844268926362,0.26227842021373715,76658
268,8.0,421,0.009865428783959596,0.2609670281126685,77079
269,5.0,323,0.0077805095103543375,0.25966219297210513,77402
270,8.0,433,0.009175186928664926,0.2583638820072446,77835
271,9.0,437,0.009551330562787518,0.2570720625972084,78272
272,12.0,557,0.008578261449352857,0.25578670228422234,78829
273,11.0,532,0.008367338532247559,0.25450776877280124,79361
274,10.0,458,0.010015997164333686,0.2532352299289372,79819
275,11.0,510,0.010443923095761634,0.2519690537792925,80329
276,12.0,623,0.0091058220179904,0.2507092085103961,80952
277,5.0,288,0.011196531714328254,0.2494556624678441,81240
278,8.0,461,0.009142694906169981,0.24820838415550486,81701
279,7.0,425,0.009096322976984084,0.24696734223472733,82126
280,5.0,321,0.009025015897622383,0.2457325055235537,82447
281,7.0,374,0.00769009872683309,0.24450384299593592,82821
282,13.0,504,0.008464010979329783,0.24328132378095624,83325
283,9.0,394,0.008608778225976577,0.24206491716205145,83719
284,15.0,585,0.008689432218670846,0.2408545925762412,84304
285,13.0,540,0.009255133063049504,0.23965031961336,84844
286,10.0,469,0.008566040759419661,0.2384520680152932,85313
287,14.0,672,0.009857373254774194,0.23725980767521673,85985
288,8.0,427,0.008707334387794452,0.23607350863684065,86412
289,20.0,478,0.009649099606268544,0.23489314109365644,86890
290,18.0,602,0.009488243293488999,0.23371867538818816,87492
291,16.0,542,0.01053467977145941,0.23255008201124722,88034
292,9.0,441,0.008871317101703732,0.231387331601191,88475
293,15.0,586,0.009564369972540962,0.23023039494318503,89061
294,10.0,522,0.008681348036801607,0.2290792429684691,89583
295,7.0,375,0.00752298949410518,0.22793384675362674,89958
296,17.0,644,0.008256288821973856,0.22679417751985861,90602
297,4.0,260,0.009977781104120927,0.22566020663225933,90862
298,8.0,492,0.010711397060213944,0.22453190559909803,91354
299,8.0,415,0.008752705881663833,0.22340924607110255,91769
300,15.0,678,0.009273888936965482,0.22229219984074702,92447
